filename,bucket,correctness,expected,topCigarId,topBrand,topLine,confidence,visionBrand,visionLine,visionConfidence,usedSwap,latencyMs,candidateCount,top5,error
band-0beb437bd536.jpg,auto-match,,,romeo-y-julieta-medallas-de-oro,Romeo y Julieta,Medallas De Oro,0.99,Romeo y Julieta,Medallas de Oro Connecticut Nicaragua,1,false,6162,15,"Romeo y Julieta Medallas De Oro:0.99 | Romeo y Julieta 1875 Nicaragua:0.98 | Romeo y Julieta Medallas De Oro Churchill:0.98 | Romeo y Julieta Medallas De Oro Robusto:0.98 | Romeo y Julieta Vintage VI (Medallas de Oro):0.98",
band-0bee53e7ac80.jpg,auto-match,,,joya-de-nicaragua-antano,Joya de Nicaragua,Antano,0.99,Joya de Nicaragua,Antaño CT,1,false,6467,15,"Joya de Nicaragua Antano:0.99 | Joya de Nicaragua Nicaragua Antano 1970 Robusto Grande:0.98 | Joya de Nicaragua Antano 1970:0.98 | Joya de Nicaragua Antano Gran Reserva Robusto Grande:0.98 | Joya de Nicaragua Antano 1970 Gran Reserva Robusto Grande:0.98",
band-0c03642cd3c1.jpg,auto-match,,,alfonso-gran-seleccion,Alfonso,Gran Seleccion,0.99,Alfonso,Gran Seleccion,0.9,false,8918,15,"Alfonso Gran Seleccion:0.99 | Alfonso Gran Seleccion Enormes:0.99 | Alfonso Gran Seleccion Estelares:0.99 | Alfonso Gran Seleccion Exclusivos:0.99 | Alfonso Gran Seleccion Preciosos:0.99",
band-0c9ce5dc0bcb.jpg,auto-match,,,padron-1964-anni-belicoso,Padrón,1964 Anni.,0.99,Padron,1964 Anniversary Series,1,false,5374,15,"Padrón 1964 Anni.:0.99 | Padrón 1964 Anniversary A:0.98 | Padrón 1926 Serie:0.98 | Fonseca Arana:0.61 | Cavalier Genève Prospektor:0.61",
band-0edf38af4860.jpg,auto-match,,,the-tabernacle-havana-seed-ct-142,The Tabernacle,Havana Seed CT 142,0.99,THE TABERNACLE,HAVANA SEED CT,1,false,10476,15,"The Tabernacle Havana Seed CT 142:0.99 | Foundation Cigar Co. Tabernacle Havana Seed CT:0.99 | Foundation Cigar Co. Tabernacle Havana Seed CT:0.99 | Foundation Cigar Co. Tabernacle Havana Seed CT:0.99 | Foundation Cigar Co. Tabernacle Havana Seed CT:0.99",
band-0f06766f1344.jpg,auto-match,,,island-jim,Island Jim,Original,0.98,Island Jim,,1,false,8145,15,"Island Jim Original:0.98 | Island Jim Barber Pole:0.98 | Island Jim Connecticut:0.98 | Island Jim San Andrés Maduro:0.98 | Leaf by Oscar Island Jim - San Andres:0.98",
band-0f22b73873b2.jpg,auto-match,,,arturo-fuente-don-carlos,Arturo Fuente,Don Carlos,0.99,Arturo Fuente,Don Carlos,0.9,false,8793,15,"Arturo Fuente Don Carlos:0.99 | Arturo Fuente Don Carlos:0.99 | Arturo Fuente Don Carlos:0.99 | Arturo Fuente Don Carlos Eye of the Shark:0.99 | Arturo Fuente Don Carlos 90 Anos:0.99",
band-0f85c04d7503.jpg,auto-match,,,oliva-gilberto-oliva-reserva,Oliva,Gilberto Oliva Reserva,0.98,Oliva,Master Blends 3,0.9,false,13028,15,"Oliva Gilberto Oliva Reserva:0.98 | Oliva Gilberto Oliva Reserva Blanc:0.98 | Carlos Torano Master:0.96 | Carlos Torano Master:0.96 | Oliva Master Blends 3:0.89",
band-0fa61e90d3a0.jpg,auto-match,,,liga-privada-unico-dirty-rat,Drew Estate,Liga Privada Unico Dirty Rat,0.98,Dirty Rat,,0.8,false,3661,15,"Drew Estate Liga Privada Unico Dirty Rat:0.98 | Private Stock:0.84 | Room 101 Serie Hn:0.83 | Caribe Deluxe:0.83 | Fonseca Arana:0.82",
band-1057ffd512e1.jpg,ambiguous,,,curivari-buenaventura,Curivari,Buenaventura,0.742,BUENAVENTURA,,0.8,false,6868,15,"Curivari Buenaventura:0.74 | La Diferencia Cubana:0.64 | Curivari Buenaventura Pralines:0.64 | Curivari Buenaventura Cremas:0.64 | Curivari Buenaventura Dimensiones:0.64",
band-105e88cfd766.jpg,auto-match,,,perdomo-10th-anniversary-sun-grown,Perdomo,10th Anniversary Sun Grown,0.99,PERDOMO,10TH ANNIVERSARY SUN GROWN,1,false,13424,15,"Perdomo 10th Anniversary Sun Grown:0.99 | Perdomo Reserve 10Th Anniversary Maduro Super Toro:0.98 | Perdomo Reserve 10Th Anniversary Cuban Criollo:0.98 | Perdomo Reserve 10Th Anniversary Maduro Robusto:0.98 | Perdomo Reserve 10Th Anniversary Maduro Epicure:0.98",
band-10d30233f697.jpg,auto-match,,,plasencia-alma-fuerte,Plasencia,Alma Fuerte,0.99,PLASENCIA,ALMA FUERTE,1,false,9660,15,"Plasencia Alma Fuerte:0.99 | Plasencia Alma Fuerte:0.99 | Plasencia Alma Fuerte Robustus I:0.99 | Plasencia Alma Fuerte Sixto Ii Hexagon:0.99 | Plasencia Alma Fuerte Nestor IV Toro:0.99",
band-10f7580ee74a.jpg,auto-match,,,aganorsa-leaf-supreme-leaf-toro,Aganorsa Leaf,Supreme Leaf,0.99,AGANORSA LEAF,SUPREME LEAF,1,false,10433,15,"Aganorsa Leaf Supreme Leaf:0.99 | Aganorsa Leaf Supreme Leaf:0.99 | Aganorsa Leaf Supreme Leaf:0.99 | Aganorsa Leaf Supreme Leaf:0.99 | Aganorsa Leaf Supreme Leaf:0.99",
band-113954e4f825.jpg,auto-match,,,tatuaje-cabaiguan,Tatuaje,Cabaiguan,0.98,Tatuaje,,0.9,false,7817,15,"Tatuaje Cabaiguan:0.98 | Tatuaje Nuevitas Jibaro No. 1:0.83 | Tatuaje Fausto Avion:0.83 | Tatuaje Petite Tatuaje Reserva:0.71 | Tatuaje Nicaragua:0.71",
band-11995d8b7b90.jpg,auto-match,,,montecristo-white-series-belicoso,Montecristo,White Series,0.99,Montecristo,White Series,1,false,10893,15,"Montecristo White Series:0.99 | Montecristo White Series:0.99 | Montecristo White Series:0.99 | Montecristo White Series:0.89 | Montecristo White Series:0.89",
band-11bcfa9616b7.jpg,ambiguous,,,fratello-the-texan,Fratello,The Texan,0.706,THE TEXAN,,0.9,false,8451,1,"Fratello The Texan:0.71",
band-1360d6d747ee.jpg,auto-match,,,tatuaje-cabaiguan,Tatuaje,Cabaiguan,0.98,Tatuaje,,1,false,7687,15,"Tatuaje Cabaiguan:0.98 | Tatuaje Petite Tatuaje Reserva:0.83 | Tatuaje Nicaragua:0.83 | Tatuaje Cojonu 2012 Broadleaf:0.83 | Tatuaje Nuevitas Jibaro No. 1:0.83",
band-151903d0f8e4.jpg,auto-match,,,arturo-fuente-gran-reserva-rothschild-natural,Arturo Fuente,Gran Reserva Rothschild Natural,0.99,Arturo Fuente,Gran Reserva,0.9,false,9980,15,"Arturo Fuente Gran Reserva Rothschild Natural:0.99 | Arturo Fuente Gran Reserva Cuban Corona Natural:0.99 | Arturo Fuente Gran Reserva Petit Corona Natural:0.99 | Arturo Fuente Fuente Fuente OpusX:0.98 | Arturo Fuente Fuente Fuente OpusX:0.98",
band-159b91c8dbe9.jpg,auto-match,,,caribe-deluxe,Caribe,Deluxe,0.861,LA FABRICA,,0.7,false,8667,15,"Caribe Deluxe:0.86 | Gurkha Park Avenue:0.86 | Camacho Pre-Embargo Toro:0.86 | Drew Estate Uzi Weighs A Ton:0.86 | Drew Estate 10:0.86",
band-15d4af929132.jpg,auto-match,,,perdomo-10th-anniversary-sun-grown,Perdomo,10th Anniversary Sun Grown,0.99,PERDOMO,10th Anniversary Sun Grown,1,false,5159,15,"Perdomo 10th Anniversary Sun Grown:0.99 | Perdomo Small Batch Series Sun Grown:0.98 | Perdomo 20Th Anniversary Sun Grown R556:0.98 | Perdomo 20Th Anniversary Sun Grown G660:0.98 | Perdomo Reserve 10Th Anniversary Cuban Criollo:0.98",
band-16043254378c.jpg,auto-match,,,diamond-crown-julius-caeser-hail-caesar,Diamond Crown Julius Caeser,Hail Caesar,0.98,Diamond Crown,Julius Caesar,1,false,9959,15,"Diamond Crown Julius Caeser Hail Caesar:0.98 | Diamond Crown Julius Caeser Hail Caesar:0.98 | Diamond Crown Julius Caeser Hail Caesar:0.98 | Diamond Crown Julius Caeser:0.83 | Diamond Crown Julius Caeser:0.83",
band-162348a9350a.jpg,auto-match,,,a-j-fernandez-new-world,A.J. Fernandez,New World,0.98,New World,,0.9,false,9024,15,"A.J. Fernandez New World:0.98 | A.J. Fernandez New World Cameroon Selection:0.98 | A.J. Fernandez New World Cameroon Selection:0.98 | A.J. Fernandez New World Cameroon Selection:0.98 | A.J. Fernandez New World Cameroon Selection:0.98",
band-1715f075f560.jpg,auto-match,,,my-father-le-bijou-1922-100-anos,My Father,Le Bijou 1922 100 Anos,0.99,My Father,Le Bijou 1922,1,false,9015,15,"My Father Le Bijou 1922 100 Anos:0.99 | My Father Le Bijou 1922 100 Anos LE 2022:0.89 | My Father Le Bijou 1922:0.76 | My Father Le Bijou 1922:0.76 | My Father Le Bijou 1922:0.76",
band-1729a2560fb9.jpg,auto-match,,,liga-privada-unico-l40-lancero,Drew Estate,Liga Privada Unico L40 Lancero,0.99,Drew Estate,L40,0.9,false,5537,15,"Drew Estate Liga Privada Unico L40 Lancero:0.99 | Drew Estate Liga Privada Unico Nasty Fritas:0.98 | Drew Estate Liga Privada Unico Feral Flying Pig:0.98 | Drew Estate Liga Privada Unico Dirty Rat:0.98 | Drew Estate Liga Privada Unico UF-13 Dark:0.98",
band-1745a224eb81.jpg,ambiguous,,,dias-de-gloria-brazil,A.J. Fernandez,Brazil,0.513,Not a cigar band,,0,false,7744,12,"A.J. Fernandez Brazil:0.51 | D'Crossier Golden Blend 10 Years:0.47 | D'Crossier Golden Blend 10 Years Robusto:0.47 | Schöelen Originell Churchill:0.36 | Schöelen Originell Robusto:0.36",
band-17d891116a83.jpg,auto-match,,,tatuaje-corojo,Tatuaje,Corojo,0.99,Tatuaje,Corojo,0.9,false,4685,15,"Tatuaje Corojo:0.99 | Tatuaje T110 Corojo:0.99 | Tatuaje 7Th Corojo:0.99 | Tatuaje Petite Tatuaje Reserva:0.98 | Tatuaje Nuevitas Jibaro No. 1:0.98",
band-17ed148f4072.jpg,auto-match,,,my-father-blue,My Father,Blue,0.99,My Father,Blue,1,false,9188,15,"My Father Blue:0.99 | My Father Blue:0.99 | My Father Blue:0.99 | My Father Blue:0.99 | My Father Blue:0.99",
band-17f741cb3d7a.jpg,auto-match,,,tatuaje-cabaiguan,Tatuaje,Cabaiguan,0.99,Tatuaje,Cabaiguan,1,false,15125,15,"Tatuaje Cabaiguan:0.99 | Tatuaje Cabaiguan Guapos:0.99 | Tatuaje Cabaiguan Guapos Maduro:0.99 | Tatuaje Cabaiguan Guapos Maduro Junior:0.99 | Tatuaje Cabaiguan Guapos Maduro Rx Robusto Extra:0.99",
band-18f387286e85.jpg,auto-match,,,crux-epicure-habano,Crux,Epicure Habano,0.891,CRUX,EPICURE,1,false,9741,10,"Crux Epicure Habano:0.89 | Crux Epicure Habano:0.89 | Crux Epicure Habano:0.89 | Crux Epicure Habano:0.89 | Crux Epicure Habano:0.89",
band-1928da611b3c.jpg,ambiguous,,,plasencia-reserva-original-organica-nesticos,Plasencia,Reserva Original,0.757,PLASENCIA,RESERVA ORIGINAL,1,false,8624,15,"Plasencia Reserva Original:0.76 | Plasencia Reserva Original:0.76 | Plasencia Reserva Original:0.76 | Plasencia Reserva Original:0.76 | Plasencia Reserva Original:0.76",
band-1968e093cc16.jpg,auto-match,,,mayflower-dusk-toro,Mayflower,Dusk,0.98,MAYFLOWER,,0.9,false,9370,15,"Mayflower Dusk:0.98 | Mayflower Dawn:0.98 | Mayflower Dusk:0.98 | Mayflower Dawn Churchhill:0.98 | Mayflower Dawn:0.98",
band-198d11c02972.jpg,auto-match,,,cohiba-red-dot-corona,Cohiba,Red Dot,0.99,COHIBA,RED DOT,1,false,10482,15,"Cohiba Red Dot:0.99 | Cohiba Red Dot:0.99 | Cohiba Red Dot:0.99 | Cohiba Red Dot:0.99 | Cohiba Red Dot Toro Tube:0.99",
band-19aab4dd6964.jpg,auto-match,,,plasencia-alma-fuerte,Plasencia,Alma Fuerte,0.99,Plasencia,Alma Fuerte,1,false,10480,15,"Plasencia Alma Fuerte:0.99 | Plasencia Alma Fuerte:0.99 | Plasencia Alma Fuerte Robustus I:0.99 | Plasencia Alma Fuerte Sixto Ii Hexagon:0.99 | Plasencia Alma Fuerte Nestor IV Toro:0.99",
band-19f97425f1d8.jpg,auto-match,,,arturo-fuente-fuente-opus-x-forbidden-x-taa,Arturo Fuente,Fuente Opus X Forbidden X TAA,0.98,Arturo Fuente,,0.8,false,8337,15,"Arturo Fuente Fuente Opus X Forbidden X TAA:0.98 | Arturo Fuente Hemingway Natural:0.98 | Arturo Fuente Unnamed Reserve:0.98 | Arturo Fuente Unnamed Reserva 2015:0.98 | Arturo Fuente Sun Grown Double Chateau Fuente:0.75",
band-1a7d83a8fafe.jpg,low-confidence,,,g-a-r-by-george-rico,G.A.R.,By George Rico,0.426,Image is too blurry to identify text on the band.,,0,false,7289,15,"G.A.R. By George Rico:0.43 | G.A.R. Red By George Rico:0.43 | Fonseca Arana:0.41 | Kafie 1901 Natural:0.31 | Kafie 1901 Naked Cigars By:0.24",
band-1a9dc1722f94.jpg,ambiguous,,,ave-maria-argentum,Ave Maria,Argentum,0.756,AVE MARIA,IMMECULATA,0.9,false,8510,15,"Ave Maria Argentum:0.76 | Ave Maria Argentum:0.76 | Ave Maria Argentum Morning Star Perfecto:0.76 | Cubanacan Mederos Connecticut Fifty 5:0.69 | Cubanacan Mederos:0.62",
band-1b049ef80898.jpg,auto-match,,,lfd-suave-grand-maduro-no-6,La Flor Dominicana,Suave Grand Maduro No. 6,0.98,LA FLOR DOMINICANA,LFD,0.8,false,16993,15,"La Flor Dominicana Suave Grand Maduro No. 6:0.98 | La Flor Dominicana Suave Insurrectos Tubos:0.98 | La Flor Dominicana Suave Maceo Tubos:0.98 | La Flor Dominicana Suave Maximo:0.98 | La Flor Dominicana Double Ligero Lancero Oscuro:0.98",
band-1c0c76526427.jpg,auto-match,,,byron-reserva-3-anos,Byron,Reserva 3 Años,0.99,MYRON,RESERVA 3 ANOS,0.8,false,3994,15,"Byron Reserva 3 Años:0.99 | CAO Arcana Stokk:0.57 | Fonseca Arana:0.56 | Gurkha Park Avenue:0.56 | La Aroma de Cuba Connecticut:0.56",
band-1dcbd00cf7aa.jpg,auto-match,,,plasencia-alma-del-fuego,Plasencia,Alma del Fuego,0.99,PLASENCIA,ALMA DEL FUEGO,1,false,9359,15,"Plasencia Alma del Fuego:0.99 | Plasencia Alma Del Fuego Special Edition Ometepe:0.99 | Plasencia Alma Del Fuego Concepcion – Toro:0.99 | Plasencia Alma Del Fuego Flama – Panetela:0.99 | Plasencia TAA Alma Del Fuego Cortez:0.99",
band-1e91fd6d61f2.jpg,auto-match,,,padron-1964-anni-belicoso,Padrón,1964 Anni.,0.99,Padrón,1964 Anniversary Series,1,false,5425,15,"Padrón 1964 Anni.:0.99 | Padrón 1964 Anniversary A:0.98 | Padrón 1926 Serie:0.98 | Padrón 1926 Serie No. 1 Maduro:0.98 | Padrón 1926 Serie No. 1 Natural:0.98",
band-1f926bc35130.jpg,auto-match,,,flor-de-oliva-maduro,Flor de Oliva,Maduro,0.99,Flor de Oliva,Maduro,0.9,false,4663,15,"Flor de Oliva Maduro:0.99 | Flor de Oliva 5 X 50 Maduro:0.99 | Flor de Oliva 6 X 50 Maduro:0.99 | Oliva Serie Maduro Especial Double:0.98 | Oliva Cain Maduro:0.95",
band-1f93e72ef918.jpg,auto-match,,,byron-reserva-5-anos,Byron,Reserva 5 Años,0.99,BYRON,RESERVA 5 AÑOS,1,false,12762,15,"Byron Reserva 5 Años:0.99 | Byron Reserva 3 Años:0.98 | Byron Reserva 4 Años:0.98 | Byron 20Th Century Venecianos:0.84 | Byron 1850:0.72",
band-1fe41eaa3482.jpg,auto-match,,,quorum-corona,Quorum,Corona,0.904,QUORUM,,1,false,8525,15,"Quorum Corona:0.90 | Quorum Classic:0.86 | Quorum Classic:0.86 | Quorum Classic Tres:0.86 | Quorum Maduro:0.86",
band-209a18c58393.jpg,auto-match,,,e-p-carrillo-carrillo-la-historia-el-senador,E.P. Carrillo,Carrillo La Historia El Senador,0.99,E.P. Carrillo,La Historia,0.9,false,7637,15,"E.P. Carrillo Carrillo La Historia El Senador:0.99 | E.P. Carrillo Carrillo La Historia Dona Elena:0.99 | E.P. Carrillo Carrillo La Historia El Senador:0.99 | E.P. Carrillo La Historia:0.76 | E.P. Carrillo La Historia Regalias D'Celia:0.76",
band-2257545f9bb8.jpg,auto-match,,,arturo-fuente-god-of-fire-serie-aniversario,Arturo Fuente,God of Fire Serie Aniversario,0.99,God of Fire,Aniversario,1,false,7867,15,"Arturo Fuente God of Fire Serie Aniversario:0.99 | God of Fire God of Fire:0.83 | God of Fire By Carlito:0.82 | God of Fire By Carlito:0.82 | God of Fire By Carlito:0.82",
band-2278197eb3f3.jpg,auto-match,,,plasencia-alma-del-campo-madrono-gordo,Plasencia,Alma Del Campo Madrono – Gordo,0.99,PLASENCIA,ALMA DEL CAMPO,1,false,8759,15,"Plasencia Alma Del Campo Madrono – Gordo:0.99 | Plasencia Alma Del Campo Travesia – Toro:0.99 | Plasencia Alma Del Campo Guajiro – Robusto Gordo:0.99 | Camacho Pre-Embargo Toro:0.69 | Perdomo Fresco Sun Grown:0.68",
band-229300ced0fe.jpg,ambiguous,,,fonseca-arana,Fonseca,Arana,0.751,Alfonso,Produccion Limitada,0.9,false,8243,15,"Fonseca Arana:0.75 | Alfonso Gran Seleccion:0.68 | Alfonso Anejo:0.68 | Alfonso Anejo 1:0.68 | Alfonso Anejo 2:0.68",
band-22a137200144.jpg,ambiguous,,,dunbarton-tobacco-trust-stillwell-star,Dunbarton Tobacco & Trust,Stillwell Star,0.823,Bayou No. 32,Stillwell,0.9,true,8776,11,"Dunbarton Tobacco & Trust Stillwell Star:0.82 | Drew Estate ACID Opulence 3:0.49 | Acid Opulence 3 Robusto:0.49 | Acid Opulence 3 Toro:0.49 | Acid Opulence 3 Torpedo:0.49",
band-22e6d72ab45b.jpg,auto-match,,,cao-surplus-sweet-gigante,CAO,Surplus Sweet,0.99,CAO,Surplus Sweet,0.9,false,10429,15,"CAO Surplus Sweet:0.99 | CAO Surplus:0.99 | CAO Surplus Shade:0.98 | CAO 60 Torque:0.86 | CAO Amazon:0.86",
band-23102cbfa001.jpg,auto-match,,,micallef-cigars-herencia,Micallef,Herencia,0.98,MICALLEF,,0.9,false,4719,15,"Micallef Herencia:0.98 | Micallef Leyenda:0.98 | Micallef Migdalia:0.98 | Fonseca Arana:0.84 | Sindicato Casa Bella Maduro:0.83",
band-24234152e969.jpg,auto-match,,,plasencia-alma-del-cielo,Plasencia,Alma del Cielo,0.99,PLASENCIA,ALMA DEL CIELO,1,false,9175,15,"Plasencia Alma del Cielo:0.99 | Plasencia Alma del Cielo:0.99 | Plasencia Alma del Cielo:0.99 | Plasencia Alma del Cielo:0.99 | Plasencia Alma del Cielo:0.99",
band-24f7d71a25a2.jpg,auto-match,,,atabey,Atabey,,0.948,ATABEY,,0.9,false,6609,15,"Atabey :0.95 | Atabey Benditos:0.95 | Atabey Brujos:0.95 | Atabey Delirios:0.95 | Atabey Dioses:0.95",
band-24fe1360399e.jpg,auto-match,,,tatuaje-corojo,Tatuaje,Corojo,0.99,Tatuaje,Corojo,0.9,false,4464,15,"Tatuaje Corojo:0.99 | Tatuaje T110 Corojo:0.99 | Tatuaje 7Th Corojo:0.99 | Tatuaje Petite Tatuaje Reserva:0.98 | Tatuaje Nuevitas Jibaro No. 1:0.98",
band-25692224e00b.jpg,auto-match,,,liga-privada-unico-feral-flying-pig,Drew Estate,Liga Privada Unico Feral Flying Pig,0.99,Drew Estate,Feral,0.9,false,5049,15,"Drew Estate Liga Privada Unico Feral Flying Pig:0.99 | Drew Estate Liga Privada Unico Porchetta:0.98 | Drew Estate Liga Privada Unico Nasty Fritas:0.98 | Drew Estate Liga Privada Unico L40 Lancero:0.98 | Drew Estate Liga Privada Unico Dirty Rat:0.98",
band-2583667c5577.jpg,ambiguous,,,rocky-patel-vintage-1999-connecticut-toro,Rocky Patel,Vintage 1999 Connecticut,0.757,Rocky Patel,Vintage 1999 Connecticut,1,false,16339,15,"Rocky Patel Vintage 1999 Connecticut:0.76 | Rocky Patel Vintage 1999 Connecticut:0.76 | Rocky Patel Vintage 1999 Connecticut:0.76 | Rocky Patel Vintage 1999 Connecticut:0.76 | Rocky Patel Vintage 1999:0.76",
band-25b6b01e2aad.jpg,auto-match,,,the-tabernacle-havana-seed-ct-142,The Tabernacle,Havana Seed CT 142,0.98,THE TABERNACLE,HAVANA SEED CT. No. 142,1,false,5291,15,"The Tabernacle Havana Seed CT 142:0.98 | Foundation Cigar Co. The Tabernacle:0.97 | Foundation Cigar Co. The Tabernacle:0.97 | Foundation Cigar Co. The Tabernacle:0.97 | Foundation Cigar Co. The Tabernacle:0.97",
band-269575affc0d.jpg,auto-match,,,perdomo-10th-anniversary-champagne,Perdomo,10th Anniversary Champagne,0.98,PERDOMO,10th Anniversary Maduro,1,false,10615,15,"Perdomo 10th Anniversary Champagne:0.98 | Perdomo 10th Anniversary Maduro:0.84 | Perdomo Reserve 10Th Anniversary Maduro Robusto:0.84 | Perdomo Reserve 10Th Anniversary Maduro Epicure:0.84 | Perdomo Reserve 10Th Anniversary Maduro Super Toro:0.84",
band-2705b919bb56.jpg,auto-match,,,my-father-belicoso,My Father,My Father,0.98,My Father,,0.9,false,16679,15,"My Father My Father:0.98 | My Father Garcia & Garcia Robusto Deluxe:0.98 | My Father Garcia & Garcia Toro Deluxe:0.88 | Ozgener Bosphorus Laguito No. 6:0.76 | My Father Father No.:0.75",
