photo_id,bucket,confidence,vision_brand,vision_line,cf_top_slug,cf_brand,cf_line,brand_agree,expected_slug
band-15d4af929132.jpg,auto-match,0.99,PERDOMO,10th Anniversary Sun Grown,perdomo-10th-anniversary-sun-grown,Perdomo,10th Anniversary Sun Grown,brand-agree,perdomo-10th-anniversary-sun-grown
band-16043254378c.jpg,auto-match,0.98,Diamond Crown,Julius Caesar,diamond-crown-julius-caeser-hail-caesar,Diamond Crown Julius Caeser,Hail Caesar,brand-agree,diamond-crown-julius-caeser-hail-caesar
band-162348a9350a.jpg,auto-match,0.98,New World,,a-j-fernandez-new-world,A.J. Fernandez,New World,brand-DIFF,a-j-fernandez-new-world
band-1715f075f560.jpg,auto-match,0.99,My Father,Le Bijou 1922,my-father-le-bijou-1922-100-anos,My Father,Le Bijou 1922 100 Anos,brand-agree,my-father-le-bijou-1922-100-anos
band-1729a2560fb9.jpg,auto-match,0.99,Drew Estate,L40,liga-privada-unico-l40-lancero,Drew Estate,Liga Privada Unico L40 Lancero,brand-agree,liga-privada-unico-l40-lancero
band-1745a224eb81.jpg,ambiguous,0.513,Not a cigar band,,dias-de-gloria-brazil,A.J. Fernandez,Brazil,brand-DIFF,dias-de-gloria-brazil
band-17d891116a83.jpg,auto-match,0.99,Tatuaje,Corojo,tatuaje-corojo,Tatuaje,Corojo,brand-agree,tatuaje-corojo
band-17ed148f4072.jpg,auto-match,0.99,My Father,Blue,my-father-blue,My Father,Blue,brand-agree,my-father-blue
band-17f741cb3d7a.jpg,auto-match,0.99,Tatuaje,Cabaiguan,tatuaje-cabaiguan,Tatuaje,Cabaiguan,brand-agree,tatuaje-cabaiguan
band-18f387286e85.jpg,auto-match,0.891,CRUX,EPICURE,crux-epicure-habano,Crux,Epicure Habano,brand-agree,crux-epicure-habano
band-1928da611b3c.jpg,ambiguous,0.757,PLASENCIA,RESERVA ORIGINAL,plasencia-reserva-original-organica-nesticos,Plasencia,Reserva Original,brand-agree,plasencia-reserva-original-organica-nesticos
band-1968e093cc16.jpg,auto-match,0.98,MAYFLOWER,,mayflower-dusk-toro,Mayflower,Dusk,brand-agree,mayflower-dusk-toro
band-198d11c02972.jpg,auto-match,0.99,COHIBA,RED DOT,cohiba-red-dot-corona,Cohiba,Red Dot,brand-agree,cohiba-red-dot-corona
band-19aab4dd6964.jpg,auto-match,0.99,Plasencia,Alma Fuerte,plasencia-alma-fuerte,Plasencia,Alma Fuerte,brand-agree,plasencia-alma-fuerte
band-19f97425f1d8.jpg,auto-match,0.98,Arturo Fuente,,arturo-fuente-fuente-opus-x-forbidden-x-taa,Arturo Fuente,Fuente Opus X Forbidden X TAA,brand-agree,arturo-fuente-fuente-opus-x-forbidden-x-taa
band-1a7d83a8fafe.jpg,low-confidence,0.426,Image is too blurry to identify text on the band.,,g-a-r-by-george-rico,G.A.R.,By George Rico,brand-DIFF,g-a-r-by-george-rico
band-1a9dc1722f94.jpg,ambiguous,0.756,AVE MARIA,IMMECULATA,ave-maria-argentum,Ave Maria,Argentum,brand-agree,ave-maria-argentum
band-1b049ef80898.jpg,auto-match,0.98,LA FLOR DOMINICANA,LFD,lfd-suave-grand-maduro-no-6,La Flor Dominicana,Suave Grand Maduro No. 6,brand-agree,lfd-suave-grand-maduro-no-6
band-1c0c76526427.jpg,auto-match,0.99,MYRON,RESERVA 3 ANOS,byron-reserva-3-anos,Byron,Reserva 3 Años,brand-DIFF,byron-reserva-3-anos
band-1dcbd00cf7aa.jpg,auto-match,0.99,PLASENCIA,ALMA DEL FUEGO,plasencia-alma-del-fuego,Plasencia,Alma del Fuego,brand-agree,plasencia-alma-del-fuego
band-1e91fd6d61f2.jpg,auto-match,0.99,Padrón,1964 Anniversary Series,padron-1964-anni-belicoso,Padrón,1964 Anni.,brand-agree,padron-1964-anni-belicoso
band-1f926bc35130.jpg,auto-match,0.99,Flor de Oliva,Maduro,flor-de-oliva-maduro,Flor de Oliva,Maduro,brand-agree,flor-de-oliva-maduro
band-1f93e72ef918.jpg,auto-match,0.99,BYRON,RESERVA 5 AÑOS,byron-reserva-5-anos,Byron,Reserva 5 Años,brand-agree,byron-reserva-5-anos
band-1fe41eaa3482.jpg,auto-match,0.904,QUORUM,,quorum-corona,Quorum,Corona,brand-agree,quorum-corona
band-209a18c58393.jpg,auto-match,0.99,E.P. Carrillo,La Historia,e-p-carrillo-carrillo-la-historia-el-senador,E.P. Carrillo,Carrillo La Historia El Senador,brand-agree,e-p-carrillo-carrillo-la-historia-el-senador
band-2257545f9bb8.jpg,auto-match,0.99,God of Fire,Aniversario,arturo-fuente-god-of-fire-serie-aniversario,Arturo Fuente,God of Fire Serie Aniversario,brand-DIFF,arturo-fuente-god-of-fire-serie-aniversario
band-2278197eb3f3.jpg,auto-match,0.99,PLASENCIA,ALMA DEL CAMPO,plasencia-alma-del-campo-madrono-gordo,Plasencia,Alma Del Campo Madrono – Gordo,brand-agree,plasencia-alma-del-campo-madrono-gordo
band-229300ced0fe.jpg,ambiguous,0.751,Alfonso,Produccion Limitada,fonseca-arana,Fonseca,Arana,brand-DIFF,fonseca-arana
band-22a137200144.jpg,ambiguous,0.823,Bayou No. 32,Stillwell,dunbarton-tobacco-trust-stillwell-star,Dunbarton Tobacco & Trust,Stillwell Star,brand-DIFF,dunbarton-tobacco-trust-stillwell-star
band-22e6d72ab45b.jpg,auto-match,0.99,CAO,Surplus Sweet,cao-surplus-sweet-gigante,CAO,Surplus Sweet,brand-agree,cao-surplus-sweet-gigante
band-23102cbfa001.jpg,auto-match,0.98,MICALLEF,,micallef-cigars-herencia,Micallef,Herencia,brand-agree,micallef-cigars-herencia
band-24234152e969.jpg,auto-match,0.99,PLASENCIA,ALMA DEL CIELO,plasencia-alma-del-cielo,Plasencia,Alma del Cielo,brand-agree,plasencia-alma-del-cielo
band-24f7d71a25a2.jpg,auto-match,0.948,ATABEY,,atabey,Atabey,,brand-agree,atabey
band-24fe1360399e.jpg,auto-match,0.99,Tatuaje,Corojo,tatuaje-corojo,Tatuaje,Corojo,brand-agree,tatuaje-corojo
band-25692224e00b.jpg,auto-match,0.99,Drew Estate,Feral,liga-privada-unico-feral-flying-pig,Drew Estate,Liga Privada Unico Feral Flying Pig,brand-agree,liga-privada-unico-feral-flying-pig
band-2583667c5577.jpg,ambiguous,0.757,Rocky Patel,Vintage 1999 Connecticut,rocky-patel-vintage-1999-connecticut-toro,Rocky Patel,Vintage 1999 Connecticut,brand-agree,rocky-patel-vintage-1999-connecticut-toro
band-25b6b01e2aad.jpg,auto-match,0.98,THE TABERNACLE,HAVANA SEED CT. No. 142,the-tabernacle-havana-seed-ct-142,The Tabernacle,Havana Seed CT 142,brand-agree,the-tabernacle-havana-seed-ct-142
band-269575affc0d.jpg,auto-match,0.98,PERDOMO,10th Anniversary Maduro,perdomo-10th-anniversary-champagne,Perdomo,10th Anniversary Champagne,brand-agree,perdomo-10th-anniversary-champagne
band-2705b919bb56.jpg,auto-match,0.98,My Father,,my-father-belicoso,My Father,My Father,brand-agree,my-father-belicoso
band-28b9e5fb11d2.jpg,auto-match,0.98,My Father,,my-father-belicoso,My Father,My Father,brand-agree,my-father-belicoso
band-2a10d78680c0.jpg,auto-match,0.98,Padron,Anniversary Series,padron-1964-anniversary-a,Padrón,1964 Anniversary A,brand-DIFF,padron-1964-anniversary-a
band-2c763b4f3b9b.jpg,auto-match,0.99,MONTECRISTO,WHITE SERIES,montecristo-white-series-belicoso,Montecristo,White Series,brand-agree,montecristo-white-series-belicoso
band-2cbd440a420c.jpg,auto-match,0.99,ASHTON,VSG Virgin Sun Grown,ashton-virgin-sun-grown,Ashton,Virgin Sun Grown,brand-agree,ashton-virgin-sun-grown
band-2d4d5cdd5c9c.jpg,auto-match,0.98,Davidoff,,davidoff-primeros,Davidoff,Primeros,brand-agree,davidoff-primeros
band-2db3ae341f46.jpg,auto-match,0.942,La Galera,Tabacalera Palma,la-galera-1936-box-pressed-chaveta-robusto,La Galera,1936 Box Pressed Chaveta Robusto,brand-agree,la-galera-1936-box-pressed-chaveta-robusto
band-2dd00bad2c42.jpg,auto-match,0.99,Punch,Rare Corojo,punch-rare-corojo-25th-anniversary,Punch,Rare Corojo 25th Anniversary,brand-agree,punch-rare-corojo-25th-anniversary
band-2e7d5ed8d0ea.jpg,auto-match,0.98,COHIBA,BLUE,cohiba-robusto-royal,Cohiba,Robusto Royal,brand-agree,cohiba-robusto-royal
band-2facdfbf0d68.jpg,auto-match,0.99,E.P. Carrillo,Pledge,e-p-carrillo-pledge-connecticut-habano,E.P. Carrillo,Pledge,brand-agree,e-p-carrillo-pledge-connecticut-habano
band-3073f024b546.jpg,auto-match,0.99,Padron,1964 Anniversary Series,padron-1964-anni-belicoso,Padrón,1964 Anni.,brand-DIFF,padron-1964-anni-belicoso
band-319850ac6230.jpg,auto-match,0.98,ATABEY,,atabey,Atabey,,brand-agree,atabey
band-31dd2331eb34.jpg,auto-match,0.98,Drew Estate,Liga Privada No. 9 Oscuro,liga-privada-unico-papas-fritas,Drew Estate,Liga Privada Papas Fritas,brand-agree,liga-privada-unico-papas-fritas
band-323288fea02e.jpg,ambiguous,0.757,Rocky Patel,Vintage 1990,rocky-patel-vintage-1990,Rocky Patel,Vintage 1990,brand-agree,rocky-patel-vintage-1990
band-325cdc449281.jpg,auto-match,0.99,ROJAS,BREAKFAST TACOS,rojas-breakfast-tacos,Rojas,Breakfast Tacos,brand-agree,rojas-breakfast-tacos
band-32f8a1aed0b3.jpg,auto-match,0.99,PLASENCIA,ALMA DEL FUEGO,plasencia-alma-del-fuego,Plasencia,Alma del Fuego,brand-agree,plasencia-alma-del-fuego
band-331ed1fc7138.jpg,ambiguous,0.679,PLASENCIA,RESERVA ORIGINAL,plasencia-alma-fuerte-sixto-ii,Plasencia,Alma Fuerte Sixto II,brand-agree,plasencia-alma-fuerte-sixto-ii
band-3356f72455f7.jpg,auto-match,0.948,ATABEY,,atabey,Atabey,,brand-agree,atabey
band-348ff3a02573.jpg,auto-match,0.99,Alfonso,Gran Selección,alfonso-gran-seleccion,Alfonso,Gran Seleccion,brand-agree,alfonso-gran-seleccion
band-34ed8b96594e.jpg,ambiguous,0.694,,,foundation-cigar-co-menelik-petite-robusto,Foundation Cigar Co.,Menelik Petite Robusto,,foundation-cigar-co-menelik-petite-robusto
band-3507969342bd.jpg,auto-match,0.99,BYRON,RESERVA 3 AÑOS,byron-reserva-3-anos,Byron,Reserva 3 Años,brand-agree,byron-reserva-3-anos
band-359566063ec6.jpg,auto-match,0.99,Rough Rider,Sweet,rough-rider-sweets-maduro,Rough Rider,Sweets Maduro,brand-agree,rough-rider-sweets-maduro
band-366e3ff3d5ec.jpg,ambiguous,0.628,Rocky Patel,Vintage 1999 Connecticut,l-atelier-extension-de-la-racine-er16,L'Atelier,Extension De La Racine Er16,brand-DIFF,l-atelier-extension-de-la-racine-er16
band-3685cae2fa13.jpg,auto-match,0.99,Padron,1964 Anniversary Series,padron-1964-anni-belicoso,Padrón,1964 Anni.,brand-DIFF,padron-1964-anni-belicoso
band-36bc89688cf4.jpg,auto-match,0.98,Red Meat Lover,,red-meat-lovers-by-dunbarton-fritanga,Dunbarton Tobacco & Trust,Red Meat Lovers Fritanga,brand-DIFF,red-meat-lovers-by-dunbarton-fritanga
band-36e45e2ae9f8.jpg,auto-match,0.948,ATABEY,,atabey,Atabey,,brand-agree,atabey
band-38466064da2d.jpg,auto-match,0.99,ODYSSEY,CONNECTICUT,odyssey-connecticut,Odyssey,Connecticut,brand-agree,odyssey-connecticut
band-386d808a589e.jpg,auto-match,0.99,Arturo Fuente,Gran Reserva,arturo-fuente-gran-reserva-rothschild-natural,Arturo Fuente,Gran Reserva Rothschild Natural,brand-agree,arturo-fuente-gran-reserva-rothschild-natural
band-38a5db2ad838.jpg,auto-match,0.98,Arturo Fuente,Special Selection,arturo-fuente-hemingway-natural,Arturo Fuente,Hemingway Natural,brand-agree,arturo-fuente-hemingway-natural
band-3ca42cbb417d.jpg,auto-match,0.99,Rocky Patel,Emerald,rocky-patel-emerald,Rocky Patel,Emerald,brand-agree,rocky-patel-emerald
band-3e3722404dc0.jpg,auto-match,0.99,PLASENCIA,ALMA FUERTE,plasencia-alma-fuerte,Plasencia,Alma Fuerte,brand-agree,plasencia-alma-fuerte
band-3e9748c31e3b.jpg,ambiguous,0.842,BACCARAT,DOLCE FAR NIENTE,baccarat-nicaragua,Baccarat,Nicaragua,brand-agree,baccarat-nicaragua
band-3ebbae269c8d.jpg,auto-match,0.891,CRUX,EPICURE,crux-epicure-habano,Crux,Epicure Habano,brand-agree,crux-epicure-habano
band-3ef94e1e8a4d.jpg,auto-match,0.99,Davidoff,Late Hour,davidoff-winston-churchill-late-hour-toro,Davidoff,Winston Churchill Late Hour,brand-agree,davidoff-winston-churchill-late-hour-toro
band-3f102f234bcc.jpg,auto-match,0.99,BYRON,RESERVA 4 AÑOS,byron-reserva-4-anos,Byron,Reserva 4 Años,brand-agree,byron-reserva-4-anos
band-3f1592f37510.jpg,auto-match,0.99,LA PALINA,1948,la-palina-1948,La Palina,1948,brand-agree,la-palina-1948
band-4007f90c9bae.jpg,auto-match,0.99,El Septimo,Empress of Sheba,el-septimo-empress-of-sheba-toro,El Septimo,Empress Of Sheba Toro,brand-agree,el-septimo-empress-of-sheba-toro
band-41a66454fa52.jpg,auto-match,0.99,PLASENCIA,ALMA DEL CAMPO,plasencia-alma-del-campo-madrono-gordo,Plasencia,Alma Del Campo Madrono – Gordo,brand-agree,plasencia-alma-del-campo-madrono-gordo
band-41baeace6806.jpg,auto-match,0.98,My Father,Promesa,my-father-belicoso,My Father,My Father,brand-agree,my-father-belicoso
band-42425a1e4093.jpg,auto-match,0.99,PLASENCIA,RESERVA ORIGINAL,plasencia-reserva-original-organica-nesticos,Plasencia,Reserva Original,brand-agree,plasencia-reserva-original-organica-nesticos
band-44005746000d.jpg,auto-match,0.99,Dias de Gloria,Brazil,a-j-fernandez-fernandez-dias-de-gloria-brazil-robusto,A.J. Fernandez,Fernandez Dias De Gloria Brazil Robusto,brand-DIFF,a-j-fernandez-fernandez-dias-de-gloria-brazil-robusto
band-44f300b8e790.jpg,auto-match,0.99,MONTECRISTO,CLASSIC SERIES,montecristo-classic-series-corona-5-5-44,Montecristo,Classic Series,brand-agree,montecristo-classic-series-corona-5-5-44
band-4544aee7cd77.jpg,ambiguous,0.842,PLASENCIA,COSECHA 149,plasencia-cosecha-149,Plasencia,Cosecha 149,brand-agree,plasencia-cosecha-149
band-45548ca3706e.jpg,ambiguous,0.646,Not a cigar band,,foundation-cigar-co-menelik-petite-robusto,Foundation Cigar Co.,Menelik Petite Robusto,brand-DIFF,foundation-cigar-co-menelik-petite-robusto
band-45cfdd36b403.jpg,auto-match,0.98,ROMA CRAFT,AL PASTOR,roma-craft-craft,RoMa Craft,Craft,brand-agree,roma-craft-craft
band-462773f5e9b7.jpg,auto-match,0.99,ENCLAVE,BROADLEAF,enclave-broadleaf-belicoso,A.J. Fernandez,Enclave Broadleaf Belicoso,brand-DIFF,enclave-broadleaf-belicoso
band-4673122b3e39.jpg,auto-match,0.99,OLIVA,Serie V Melanio Gran Reserva Limitada,oliva-serie-v-melanio,Oliva,Serie V Melanio,brand-agree,oliva-serie-v-melanio
band-47437dc04f00.jpg,auto-match,0.99,ASHTON,Estate Sun Grown,ashton-estate-sun-grown,Ashton,Estate Sun Grown,brand-agree,ashton-estate-sun-grown
band-481685ccf842.jpg,auto-match,0.98,Drew Estate,Liga Privada No. 9 Oscuro,liga-privada-unico-papas-fritas,Drew Estate,Liga Privada Papas Fritas,brand-agree,liga-privada-unico-papas-fritas
band-48ad72b52f3c.jpg,auto-match,0.98,Highclere Castle,,highclere-castle-senetjer-perfecto,Highclere Castle,Senetjer Perfecto,brand-agree,highclere-castle-senetjer-perfecto
band-498d36fbbd03.jpg,auto-match,0.99,Fonseca,Edition MX,fonseca-edition-mx-toro-gordo,Fonseca,Edition Mx Toro Gordo,brand-agree,fonseca-edition-mx-toro-gordo
band-49c19dd06698.jpg,auto-match,0.99,CAO,Surplus Shade,cao-surplus-shade,CAO,Surplus Shade,brand-agree,cao-surplus-shade
band-49d8d278799f.jpg,auto-match,0.99,Rocky Patel,Sun Grown Maduro,rocky-patel-sun-grown-maduro,Rocky Patel,Sun Grown Maduro,brand-agree,rocky-patel-sun-grown-maduro
band-4a6b9bebc8c7.jpg,auto-match,0.99,Rocky Patel,Decade,rocky-patel-decade-10th-anniversary-cigar,Rocky Patel,Decade 10th Anniversary Cigar,brand-agree,rocky-patel-decade-10th-anniversary-cigar
band-4b03497b7814.jpg,ambiguous,0.763,ASHTON,,ashton-virgin-sun-grown,Ashton,Virgin Sun Grown,brand-agree,ashton-virgin-sun-grown
band-4c5cba9de91f.jpg,auto-match,0.99,My Father,Le Bijou 1922,my-father-le-bijou-1922-100-anos,My Father,Le Bijou 1922 100 Anos,brand-agree,my-father-le-bijou-1922-100-anos
band-4c815f968b5b.jpg,auto-match,0.99,BYRON,RESERVA,byron-reserva-3-anos,Byron,Reserva 3 Años,brand-agree,byron-reserva-3-anos
band-4d92fb26de83.jpg,auto-match,0.99,Liga Privada,No. 9,liga-privada-no-9,Drew Estate,Liga Privada No. 9,brand-DIFF,liga-privada-no-9
band-4e211d510fb2.jpg,auto-match,0.99,My Father,La Gran Oferta,my-father-la-gran-oferta,My Father,La Gran Oferta,brand-agree,my-father-la-gran-oferta
band-4f460df93e94.jpg,auto-match,0.99,PLASENCIA,ALMA FUERTE,plasencia-alma-fuerte,Plasencia,Alma Fuerte,brand-agree,plasencia-alma-fuerte
band-5026718e8147.jpg,ambiguous,0.613,OLMEC,,olmec-maduro,Olmec,Maduro,brand-agree,olmec-maduro
band-50ccdf0a896c.jpg,auto-match,0.99,MONTECRISTO,1935 ANNIVERSARY NICARAGUA SERIES,montecristo-1935-anniversary-nicaragua-no-2,Montecristo,1935 Anniversary Nicaragua,brand-agree,montecristo-1935-anniversary-nicaragua-no-2
band-53294edfbb4f.jpg,ambiguous,0.55,"Unclear, possibly Gurkha",,gurkha-royal-challenge-maduro,Gurkha,Royal Challenge Maduro,brand-agree,gurkha-royal-challenge-maduro
band-536699bf2f75.jpg,auto-match,0.99,Rocky Patel,Special Reserve Sun Grown Maduro,rocky-patel-special-reserve-sun-grown-maduro,Rocky Patel,Special Reserve Sun Grown Maduro,brand-agree,rocky-patel-special-reserve-sun-grown-maduro
band-558446645fb0.jpg,ambiguous,0.606,VIRTUE,,man-o-war-virtue,Man O' War,Virtue,brand-DIFF,man-o-war-virtue
band-5638741ddff1.jpg,auto-match,0.99,Padron,1964 Anniversary Series,padron-1964-anni-belicoso,Padrón,1964 Anni.,brand-DIFF,padron-1964-anni-belicoso
band-56be67005079.jpg,ambiguous,0.789,OSO,PRECIOSOS,alfonso-gran-seleccion-preciosos,Alfonso,Gran Seleccion Preciosos,brand-DIFF,alfonso-gran-seleccion-preciosos
band-5725f4f8f421.jpg,auto-match,0.98,TABERNACLE,HAVANA SEED CT. NO. 142,the-tabernacle-havana-seed-ct-142,The Tabernacle,Havana Seed CT 142,brand-agree,the-tabernacle-havana-seed-ct-142
band-5754928e9f35.jpg,auto-match,0.99,BYRON,RESERVA 5 AÑOS,byron-reserva-5-anos,Byron,Reserva 5 Años,brand-agree,byron-reserva-5-anos
band-5782012faa92.jpg,ambiguous,0.777,OLMEC,,olmec-maduro,Olmec,Maduro,brand-agree,olmec-maduro
band-57879b094606.jpg,ambiguous,0.656,MBAGO,,dunbarton-tobacco-trust-umbagog-bronzeback-robusto,Dunbarton Tobacco & Trust,Umbagog Bronzeback Robusto,brand-DIFF,dunbarton-tobacco-trust-umbagog-bronzeback-robusto
band-58411eb580d5.jpg,ambiguous,0.709,Not a cigar band,,camacho-pre-embargo-toro,Camacho,Pre-Embargo Toro,brand-DIFF,camacho-pre-embargo-toro
band-584cd6ab579f.jpg,auto-match,0.99,Alfonso,Estelares,alfonso-gran-seleccion-estelares,Alfonso,Gran Seleccion Estelares,brand-agree,alfonso-gran-seleccion-estelares
band-58fb96c1b244.jpg,auto-match,0.99,PLASENCIA,COSECHA 151,plasencia-cosecha-151-la-musica,Plasencia,Cosecha 151 La Musica,brand-agree,plasencia-cosecha-151-la-musica
band-597548d665ac.jpg,auto-match,0.99,MONTECRISTO,1935 ANNIVERSARY NICARAGUA SERIES,montecristo-1935-anniversary-nicaragua,Montecristo,1935 Anniversary Nicaragua,brand-agree,montecristo-1935-anniversary-nicaragua
band-5d33a0fea8b8.jpg,auto-match,0.99,PLASENCIA,ALMA FUERTE,plasencia-alma-fuerte,Plasencia,Alma Fuerte,brand-agree,plasencia-alma-fuerte
band-5d976831221c.jpg,auto-match,0.858,DO NOT DISTURB,,alec-bradley-do-not-disturb,Alec Bradley,Do Not Disturb,brand-DIFF,alec-bradley-do-not-disturb
band-5dcfe1b6f5c9.jpg,auto-match,0.98,Macanudo,,m-by-macanudo-toro,Macanudo,By Macanudo,brand-agree,m-by-macanudo-toro
band-5e70f1107c78.jpg,auto-match,0.99,E.P. Carrillo,Encore,ep-carrillo-encore-black,E.P. Carrillo,Encore Black,brand-agree,ep-carrillo-encore-black
band-60c0e4e20edf.jpg,auto-match,0.99,MONTECRISTO,CLASSIC SERIES,montecristo-classic-series-corona-5-5-44,Montecristo,Classic Series,brand-agree,montecristo-classic-series-corona-5-5-44
