photo_id,bucket,confidence,cf_top_slug,cf_brand,cf_line,vision_brand,vision_line,prior_brand,prior_line,prior_vitola,prior_notes,flag,expected_slug
band-24fe1360399e.jpg,auto-match,0.99,tatuaje-corojo,Tatuaje,Corojo,Tatuaje,Corojo,,,,,,tatuaje-corojo
band-25692224e00b.jpg,auto-match,0.99,liga-privada-unico-feral-flying-pig,Drew Estate,Liga Privada Unico Feral Flying Pig,Drew Estate,Feral,,,,,,liga-privada-unico-feral-flying-pig
band-2583667c5577.jpg,ambiguous,0.757,rocky-patel-vintage-1999-connecticut-toro,Rocky Patel,Vintage 1999 Connecticut,Rocky Patel,Vintage 1999 Connecticut,,,,,,rocky-patel-vintage-1999-connecticut-toro
band-25b6b01e2aad.jpg,auto-match,0.98,the-tabernacle-havana-seed-ct-142,The Tabernacle,Havana Seed CT 142,THE TABERNACLE,HAVANA SEED CT. No. 142,,,,,,the-tabernacle-havana-seed-ct-142
band-269575affc0d.jpg,auto-match,0.98,perdomo-10th-anniversary-champagne,Perdomo,10th Anniversary Champagne,PERDOMO,10th Anniversary Maduro,,,,,,perdomo-10th-anniversary-champagne
band-2705b919bb56.jpg,auto-match,0.98,my-father-belicoso,My Father,My Father,My Father,,,,,,,my-father-belicoso
band-28b9e5fb11d2.jpg,auto-match,0.98,my-father-belicoso,My Father,My Father,My Father,,,,,,,my-father-belicoso
band-2a10d78680c0.jpg,auto-match,0.98,padron-1964-anniversary-a,Padrón,1964 Anniversary A,Padron,Anniversary Series,,,,,,padron-1964-anniversary-a
band-2c763b4f3b9b.jpg,auto-match,0.99,montecristo-white-series-belicoso,Montecristo,White Series,MONTECRISTO,WHITE SERIES,,,,,,montecristo-white-series-belicoso
band-2cbd440a420c.jpg,auto-match,0.99,ashton-virgin-sun-grown,Ashton,Virgin Sun Grown,ASHTON,VSG Virgin Sun Grown,,,,,,ashton-virgin-sun-grown
band-2d4d5cdd5c9c.jpg,auto-match,0.98,davidoff-primeros,Davidoff,Primeros,Davidoff,,,,,,,davidoff-primeros
band-2db3ae341f46.jpg,auto-match,0.942,la-galera-1936-box-pressed-chaveta-robusto,La Galera,1936 Box Pressed Chaveta Robusto,La Galera,Tabacalera Palma,,,,,,la-galera-1936-box-pressed-chaveta-robusto
band-2dd00bad2c42.jpg,auto-match,0.99,punch-rare-corojo-25th-anniversary,Punch,Rare Corojo 25th Anniversary,Punch,Rare Corojo,,,,,,punch-rare-corojo-25th-anniversary
band-2e7d5ed8d0ea.jpg,auto-match,0.98,cohiba-robusto-royal,Cohiba,Robusto Royal,COHIBA,BLUE,,,,,,cohiba-robusto-royal
band-2facdfbf0d68.jpg,auto-match,0.99,e-p-carrillo-pledge-connecticut-habano,E.P. Carrillo,Pledge,E.P. Carrillo,Pledge,,,,,,e-p-carrillo-pledge-connecticut-habano
band-3073f024b546.jpg,auto-match,0.99,padron-1964-anni-belicoso,Padrón,1964 Anni.,Padron,1964 Anniversary Series,,,,,,padron-1964-anni-belicoso
band-319850ac6230.jpg,auto-match,0.98,atabey,Atabey,,ATABEY,,,,,,,atabey
band-31dd2331eb34.jpg,auto-match,0.98,liga-privada-unico-papas-fritas,Drew Estate,Liga Privada Papas Fritas,Drew Estate,Liga Privada No. 9 Oscuro,,,,,,liga-privada-unico-papas-fritas
band-323288fea02e.jpg,ambiguous,0.757,rocky-patel-vintage-1990,Rocky Patel,Vintage 1990,Rocky Patel,Vintage 1990,,,,,,rocky-patel-vintage-1990
band-325cdc449281.jpg,auto-match,0.99,rojas-breakfast-tacos,Rojas,Breakfast Tacos,ROJAS,BREAKFAST TACOS,,,,,,rojas-breakfast-tacos
band-32f8a1aed0b3.jpg,auto-match,0.99,plasencia-alma-del-fuego,Plasencia,Alma del Fuego,PLASENCIA,ALMA DEL FUEGO,,,,,,plasencia-alma-del-fuego
band-331ed1fc7138.jpg,ambiguous,0.679,plasencia-alma-fuerte-sixto-ii,Plasencia,Alma Fuerte Sixto II,PLASENCIA,RESERVA ORIGINAL,,,,,,plasencia-alma-fuerte-sixto-ii
band-3356f72455f7.jpg,auto-match,0.948,atabey,Atabey,,ATABEY,,,,,,,atabey
band-348ff3a02573.jpg,auto-match,0.99,alfonso-gran-seleccion,Alfonso,Gran Seleccion,Alfonso,Gran Selección,,,,,,alfonso-gran-seleccion
band-34ed8b96594e.jpg,ambiguous,0.694,foundation-cigar-co-menelik-petite-robusto,Foundation Cigar Co.,Menelik Petite Robusto,,,,,,,,foundation-cigar-co-menelik-petite-robusto
band-3507969342bd.jpg,auto-match,0.99,byron-reserva-3-anos,Byron,Reserva 3 Años,BYRON,RESERVA 3 AÑOS,,,,,,byron-reserva-3-anos
band-359566063ec6.jpg,auto-match,0.99,rough-rider-sweets-maduro,Rough Rider,Sweets Maduro,Rough Rider,Sweet,,,,,,rough-rider-sweets-maduro
band-366e3ff3d5ec.jpg,ambiguous,0.628,l-atelier-extension-de-la-racine-er16,L'Atelier,Extension De La Racine Er16,Rocky Patel,Vintage 1999 Connecticut,,,,,,l-atelier-extension-de-la-racine-er16
band-3685cae2fa13.jpg,auto-match,0.99,padron-1964-anni-belicoso,Padrón,1964 Anni.,Padron,1964 Anniversary Series,,,,,,padron-1964-anni-belicoso
band-36bc89688cf4.jpg,auto-match,0.98,red-meat-lovers-by-dunbarton-fritanga,Dunbarton Tobacco & Trust,Red Meat Lovers Fritanga,Red Meat Lover,,,,,,,red-meat-lovers-by-dunbarton-fritanga
band-36e45e2ae9f8.jpg,auto-match,0.948,atabey,Atabey,,ATABEY,,,,,,,atabey
band-38466064da2d.jpg,auto-match,0.99,odyssey-connecticut,Odyssey,Connecticut,ODYSSEY,CONNECTICUT,,,,,,odyssey-connecticut
band-386d808a589e.jpg,auto-match,0.99,arturo-fuente-gran-reserva-rothschild-natural,Arturo Fuente,Gran Reserva Rothschild Natural,Arturo Fuente,Gran Reserva,,,,,,arturo-fuente-gran-reserva-rothschild-natural
band-38a5db2ad838.jpg,auto-match,0.98,arturo-fuente-hemingway-natural,Arturo Fuente,Hemingway Natural,Arturo Fuente,Special Selection,,,,,,arturo-fuente-hemingway-natural
band-3ca42cbb417d.jpg,auto-match,0.99,rocky-patel-emerald,Rocky Patel,Emerald,Rocky Patel,Emerald,,,,,,rocky-patel-emerald
band-3e3722404dc0.jpg,auto-match,0.99,plasencia-alma-fuerte,Plasencia,Alma Fuerte,PLASENCIA,ALMA FUERTE,,,,,,plasencia-alma-fuerte
band-3e9748c31e3b.jpg,ambiguous,0.842,baccarat-nicaragua,Baccarat,Nicaragua,BACCARAT,DOLCE FAR NIENTE,,,,,,baccarat-nicaragua
band-3ebbae269c8d.jpg,auto-match,0.891,crux-epicure-habano,Crux,Epicure Habano,CRUX,EPICURE,,,,,,crux-epicure-habano
band-3ef94e1e8a4d.jpg,auto-match,0.99,davidoff-winston-churchill-late-hour-toro,Davidoff,Winston Churchill Late Hour,Davidoff,Late Hour,,,,,,davidoff-winston-churchill-late-hour-toro
band-3f102f234bcc.jpg,auto-match,0.99,byron-reserva-4-anos,Byron,Reserva 4 Años,BYRON,RESERVA 4 AÑOS,,,,,,byron-reserva-4-anos
band-3f1592f37510.jpg,auto-match,0.99,la-palina-1948,La Palina,1948,LA PALINA,1948,,,,,,la-palina-1948
band-4007f90c9bae.jpg,auto-match,0.99,el-septimo-empress-of-sheba-toro,El Septimo,Empress Of Sheba Toro,El Septimo,Empress of Sheba,,,,,,el-septimo-empress-of-sheba-toro
band-41a66454fa52.jpg,auto-match,0.99,plasencia-alma-del-campo-madrono-gordo,Plasencia,Alma Del Campo Madrono – Gordo,PLASENCIA,ALMA DEL CAMPO,,,,,,plasencia-alma-del-campo-madrono-gordo
band-41baeace6806.jpg,auto-match,0.98,my-father-belicoso,My Father,My Father,My Father,Promesa,,,,,,my-father-belicoso
band-42425a1e4093.jpg,auto-match,0.99,plasencia-reserva-original-organica-nesticos,Plasencia,Reserva Original,PLASENCIA,RESERVA ORIGINAL,,,,,,plasencia-reserva-original-organica-nesticos
band-44005746000d.jpg,auto-match,0.99,a-j-fernandez-fernandez-dias-de-gloria-brazil-robusto,A.J. Fernandez,Fernandez Dias De Gloria Brazil Robusto,Dias de Gloria,Brazil,,,,,,a-j-fernandez-fernandez-dias-de-gloria-brazil-robusto
band-44f300b8e790.jpg,auto-match,0.99,montecristo-classic-series-corona-5-5-44,Montecristo,Classic Series,MONTECRISTO,CLASSIC SERIES,,,,,,montecristo-classic-series-corona-5-5-44
band-4544aee7cd77.jpg,ambiguous,0.842,plasencia-cosecha-149,Plasencia,Cosecha 149,PLASENCIA,COSECHA 149,,,,,,plasencia-cosecha-149
band-45548ca3706e.jpg,ambiguous,0.646,foundation-cigar-co-menelik-petite-robusto,Foundation Cigar Co.,Menelik Petite Robusto,Not a cigar band,,,,,,,foundation-cigar-co-menelik-petite-robusto
band-45cfdd36b403.jpg,auto-match,0.98,roma-craft-craft,RoMa Craft,Craft,ROMA CRAFT,AL PASTOR,,,,,,roma-craft-craft
band-462773f5e9b7.jpg,auto-match,0.99,enclave-broadleaf-belicoso,A.J. Fernandez,Enclave Broadleaf Belicoso,ENCLAVE,BROADLEAF,,,,,,enclave-broadleaf-belicoso
band-4673122b3e39.jpg,auto-match,0.99,oliva-serie-v-melanio,Oliva,Serie V Melanio,OLIVA,Serie V Melanio Gran Reserva Limitada,,,,,,oliva-serie-v-melanio
band-47437dc04f00.jpg,auto-match,0.99,ashton-estate-sun-grown,Ashton,Estate Sun Grown,ASHTON,Estate Sun Grown,,,,,,ashton-estate-sun-grown
band-481685ccf842.jpg,auto-match,0.98,liga-privada-unico-papas-fritas,Drew Estate,Liga Privada Papas Fritas,Drew Estate,Liga Privada No. 9 Oscuro,,,,,,liga-privada-unico-papas-fritas
band-48ad72b52f3c.jpg,auto-match,0.98,highclere-castle-senetjer-perfecto,Highclere Castle,Senetjer Perfecto,Highclere Castle,,,,,,,highclere-castle-senetjer-perfecto
band-498d36fbbd03.jpg,auto-match,0.99,fonseca-edition-mx-toro-gordo,Fonseca,Edition Mx Toro Gordo,Fonseca,Edition MX,,,,,,fonseca-edition-mx-toro-gordo
band-49c19dd06698.jpg,auto-match,0.99,cao-surplus-shade,CAO,Surplus Shade,CAO,Surplus Shade,,,,,,cao-surplus-shade
band-49d8d278799f.jpg,auto-match,0.99,rocky-patel-sun-grown-maduro,Rocky Patel,Sun Grown Maduro,Rocky Patel,Sun Grown Maduro,,,,,,rocky-patel-sun-grown-maduro
band-4a6b9bebc8c7.jpg,auto-match,0.99,rocky-patel-decade-10th-anniversary-cigar,Rocky Patel,Decade 10th Anniversary Cigar,Rocky Patel,Decade,,,,,,rocky-patel-decade-10th-anniversary-cigar
band-4b03497b7814.jpg,ambiguous,0.763,ashton-virgin-sun-grown,Ashton,Virgin Sun Grown,ASHTON,,,,,,,ashton-virgin-sun-grown
band-4c5cba9de91f.jpg,auto-match,0.99,my-father-le-bijou-1922-100-anos,My Father,Le Bijou 1922 100 Anos,My Father,Le Bijou 1922,,,,,,my-father-le-bijou-1922-100-anos
band-4c815f968b5b.jpg,auto-match,0.99,byron-reserva-3-anos,Byron,Reserva 3 Años,BYRON,RESERVA,,,,,,byron-reserva-3-anos
band-4d92fb26de83.jpg,auto-match,0.99,liga-privada-no-9,Drew Estate,Liga Privada No. 9,Liga Privada,No. 9,,,,,,liga-privada-no-9
band-4e211d510fb2.jpg,auto-match,0.99,my-father-la-gran-oferta,My Father,La Gran Oferta,My Father,La Gran Oferta,,,,,,my-father-la-gran-oferta
band-4f460df93e94.jpg,auto-match,0.99,plasencia-alma-fuerte,Plasencia,Alma Fuerte,PLASENCIA,ALMA FUERTE,,,,,,plasencia-alma-fuerte
band-5026718e8147.jpg,ambiguous,0.613,olmec-maduro,Olmec,Maduro,OLMEC,,,,,,,olmec-maduro
